{6}	{1,3}	27.64	50.20
{1,6}	{3}	27.64	75.06
{3,6}	{1}	27.64	74.93
{1}	{2,8}	27.49	49.92
{2}	{1,8}	27.49	49.84
{1,2}	{8}	27.49	74.98
{8}	{1,2}	27.49	49.84
{1,8}	{2}	27.49	74.76
{2,8}	{1}	27.49	74.85
{1}	{4,5}	27.81	50.51
{4}	{1,5}	27.81	50.45
{1,4}	{5}	27.81	75.51
{5}	{1,4}	27.81	50.37
{1,5}	{4}	27.81	75.40
{4,5}	{1}	27.81	75.04
{3}	{4,7}	27.61	50.03
{4}	{3,7}	27.61	50.09
{3,4}	{7}	27.61	74.82
{7}	{3,4}	27.61	50.15
{3,7}	{4}	27.61	75.13
{4,7}	{3}	27.61	74.99
{2}	{3,6}	27.67	50.16
{3}	{2,6}	27.67	50.13
{2,3}	{6}	27.67	75.26
{6}	{2,3}	27.67	50.24
{2,6}	{3}	27.67	75.12
{3,6}	{2}	27.67	74.99
{5}	{6,7}	27.59	49.97
{6}	{5,7}	27.59	50.10
{5,6}	{7}	27.59	74.73
{7}	{5,6}	27.59	50.11
{5,7}	{6}	27.59	75.24
{6,7}	{5}	27.59	75.16
{1}	{5,6}	27.75	50.40
{5}	{1,6}	27.75	50.26
{1,5}	{6}	27.75	75.24
{6}	{1,5}	27.75	50.39
{1,6}	{5}	27.75	75.36
{5,6}	{1}	27.75	75.17
{3}	{5,8}	27.61	50.03
{5}	{3,8}	27.61	50.00
{3,5}	{8}	27.61	74.81
{8}	{3,5}	27.61	50.06
{3,8}	{5}	27.61	75.00
{5,8}	{3}	27.61	75.06
{0}	{1,5}	27.58	50.17
{1}	{0,5}	27.58	50.10
{0,1}	{5}	27.58	75.04
{5}	{0,1}	27.58	49.96
{0,5}	{1}	27.58	75.20
{1,5}	{0}	27.58	74.78
{2}	{5,6}	27.73	50.27
{5}	{2,6}	27.73	50.22
{2,5}	{6}	27.73	75.18
{6}	{2,5}	27.73	50.35
{2,6}	{5}	27.73	75.28
{5,6}	{2}	27.73	75.10
{4}	{5,8}	27.77	50.38
{5}	{4,8}	27.77	50.30
{4,5}	{8}	27.77	74.93
{8}	{4,5}	27.77	50.36
{4,8}	{5}	27.77	75.46
{5,8}	{4}	27.77	75.50
{1}	{3,8}	27.57	50.06
{3}	{1,8}	27.57	49.94
{1,3}	{8}	27.57	74.95
{8}	{1,3}	27.57	49.98
{1,8}	{3}	27.57	74.97
{3,8}	{1}	27.57	74.88
{1}	{4,7}	27.60	50.13
{4}	{1,7}	27.60	50.07
{1,4}	{7}	27.60	74.94
{7}	{1,4}	27.60	50.13
{1,7}	{4}	27.60	75.20
{4,7}	{1}	27.60	74.96
{0}	{2,3}	27.54	50.09
{2}	{0,3}	27.54	49.93
{0,2}	{3}	27.54	74.88
{3}	{0,2}	27.54	49.89
{0,3}	{2}	27.54	74.92
{2,3}	{0}	27.54	74.90
{2}	{3,8}	27.53	49.91
{3}	{2,8}	27.53	49.88
{2,3}	{8}	27.53	74.88
{8}	{2,3}	27.53	49.91
{2,8}	{3}	27.53	74.96
{3,8}	{2}	27.53	74.78
{0}	{4,6}	27.70	50.39
{4}	{0,6}	27.70	50.24
{0,4}	{6}	27.70	75.40
{6}	{0,4}	27.70	50.30
{0,6}	{4}	27.70	75.37
{4,6}	{0}	27.70	75.17
{1}	{5,8}	27.59	50.11
{5}	{1,8}	27.59	49.97
{1,5}	{8}	27.59	74.80
{8}	{1,5}	27.59	50.03
{1,8}	{5}	27.59	75.04
{5,8}	{1}	27.59	75.01
{1}	{6,7}	27.59	50.11
{6}	{1,7}	27.59	50.10
{1,6}	{7}	27.59	74.92
{7}	{1,6}	27.59	50.11
{1,7}	{6}	27.59	75.17
{6,7}	{1}	27.59	75.16
{2}	{5,8}	27.54	49.93
{5}	{2,8}	27.54	49.87
{2,5}	{8}	27.54	74.66
{8}	{2,5}	27.54	49.93
{2,8}	{5}	27.54	74.99
{5,8}	{2}	27.54	74.86
{4}	{6,8}	27.71	50.25
{6}	{4,8}	27.71	50.31
{4,6}	{8}	27.71	75.18
{8}	{4,6}	27.71	50.23
{4,8}	{6}	27.71	75.28
{6,8}	{4}	27.71	75.39
{1}	{2,3}	27.53	49.99
{2}	{1,3}	27.53	49.91
{1,2}	{3}	27.53	75.09
{3}	{1,2}	27.53	49.88
{1,3}	{2}	27.53	74.84
{2,3}	{1}	27.53	74.87
{0}	{2,5}	27.54	50.10
{2}	{0,5}	27.54	49.94
{0,2}	{5}	27.54	74.90
{5}	{0,2}	27.54	49.88
{0,5}	{2}	27.54	75.09
{2,5}	{0}	27.54	74.67
{0}	{4,8}	27.59	50.18
{4}	{0,8}	27.59	50.04
{0,4}	{8}	27.59	75.10
{8}	{0,4}	27.59	50.02
{0,8}	{4}	27.59	75.32
{4,8}	{0}	27.59	74.96
{0}	{5,7}	27.36	49.77
{5}	{0,7}	27.36	49.55
{0,5}	{7}	27.36	74.60
{7}	{0,5}	27.36	49.69
{0,7}	{5}	27.36	74.78
{5,7}	{0}	27.36	74.61
{1}	{2,5}	27.61	50.15
{2}	{1,5}	27.61	50.06
{1,2}	{5}	27.61	75.32
{5}	{1,2}	27.61	50.01
{1,5}	{2}	27.61	74.85
{2,5}	{1}	27.61	74.86
{0}	{2,7}	27.46	49.94
{2}	{0,7}	27.46	49.78
{0,2}	{7}	27.46	74.67
{7}	{0,2}	27.46	49.87
{0,7}	{2}	27.46	75.04
{2,7}	{0}	27.46	74.62
{3}	{6,7}	27.60	50.01
{6}	{3,7}	27.60	50.12
{3,6}	{7}	27.60	74.82
{7}	{3,6}	27.60	50.13
{3,7}	{6}	27.60	75.10
{6,7}	{3}	27.60	75.19
{0}	{6,7}	27.51	50.05
{6}	{0,7}	27.51	49.96
{0,6}	{7}	27.51	74.86
{7}	{0,6}	27.51	49.97
{0,7}	{6}	27.51	75.20
{6,7}	{0}	27.51	74.95
{1}	{2,7}	27.46	49.87
{2}	{1,7}	27.46	49.79
{1,2}	{7}	27.46	74.91
{7}	{1,2}	27.46	49.87
{1,7}	{2}	27.46	74.81
{2,7}	{1}	27.46	74.63
{3}	{4,6}	27.81	50.38
{4}	{3,6}	27.81	50.44
{3,4}	{6}	27.81	75.35
{6}	{3,4}	27.81	50.49
{3,6}	{4}	27.81	75.37
{4,6}	{3}	27.81	75.46
{5}	{7,8}	27.54	49.89
{7}	{5,8}	27.54	50.03
{5,7}	{8}	27.54	75.11
{8}	{5,7}	27.54	49.94
{5,8}	{7}	27.54	74.89
{7,8}	{5}	27.54	74.92
{2}	{3,5}	27.67	50.17
{3}	{2,5}	27.67	50.13
{2,3}	{5}	27.67	75.26
{5}	{2,3}	27.67	50.11
{2,5}	{3}	27.67	75.02
{3,5}	{2}	27.67	74.97
{0}	{7,8}	27.44	49.91
{7}	{0,8}	27.44	49.84
{0,7}	{8}	27.44	75.00
{8}	{0,7}	27.44	49.75
{0,8}	{7}	27.44	74.91
{7,8}	{0}	27.44	74.64
{0}	{1,7}	27.50	50.03
{1}	{0,7}	27.50	49.95
{0,1}	{7}	27.50	74.82
{7}	{0,1}	27.50	49.95
{0,7}	{1}	27.50	75.17
{1,7}	{0}	27.50	74.93
{4}	{5,7}	27.71	50.26
{5}	{4,7}	27.71	50.19
{4,5}	{7}	27.71	74.77
{7}	{4,5}	27.71	50.33
{4,7}	{5}	27.71	75.26
{5,7}	{4}	27.71	75.57
{0}	{3,4}	27.64	50.28
{3}	{0,4}	27.64	50.09
{0,3}	{4}	27.64	75.21
{4}	{0,3}	27.64	50.14
{0,4}	{3}	27.64	75.24
{3,4}	{0}	27.64	74.90
{1}	{4,6}	27.77	50.43
{4}	{1,6}	27.77	50.37
{1,4}	{6}	27.77	75.39
{6}	{1,4}	27.77	50.42
{1,6}	{4}	27.77	75.40
{4,6}	{1}	27.77	75.36
{3}	{4,8}	27.68	50.15
{4}	{3,8}	27.68	50.20
{3,4}	{8}	27.68	74.99
{8}	{3,4}	27.68	50.18
{3,8}	{4}	27.68	75.18
{4,8}	{3}	27.68	75.20
{2}	{3,7}	27.54	49.93
{3}	{2,7}	27.54	49.89
{2,3}	{7}	27.54	74.90
{7}	{2,3}	27.54	50.01
{2,7}	{3}	27.54	74.85
{3,7}	{2}	27.54	74.92
{2}	{4,6}	27.73	50.27
{4}	{2,6}	27.73	50.29
{2,4}	{6}	27.73	75.26
{6}	{2,4}	27.73	50.34
{2,6}	{4}	27.73	75.28
{4,6}	{2}	27.73	75.24
{0}	{4,5}	27.70	50.38
{4}	{0,5}	27.70	50.24
{0,4}	{5}	27.70	75.39
{5}	{0,4}	27.70	50.16
{0,5}	{4}	27.70	75.52
{4,5}	{0}	27.70	74.73
{2}	{5,7}	27.50	49.87
{5}	{2,7}	27.50	49.81
{2,5}	{7}	27.50	74.57
{7}	{2,5}	27.50	49.95
{2,7}	{5}	27.50	74.75
{5,7}	{2}	27.50	75.00
{0}	{3,6}	27.60	50.21
{3}	{0,6}	27.60	50.01
{0,3}	{6}	27.60	75.11
{6}	{0,3}	27.60	50.12
{0,6}	{3}	27.60	75.11
{3,6}	{0}	27.60	74.82
{2}	{6,8}	27.58	50.00
{6}	{2,8}	27.58	50.08
{2,6}	{8}	27.58	74.88
{8}	{2,6}	27.58	50.00
{2,8}	{6}	27.58	75.10
{6,8}	{2}	27.58	75.04
{2}	{4,8}	27.58	50.01
{4}	{2,8}	27.58	50.03
{2,4}	{8}	27.58	74.87
{8}	{2,4}	27.58	50.01
{2,8}	{4}	27.58	75.10
{4,8}	{2}	27.58	74.94
{0}	{4,7}	27.57	50.14
{4}	{0,7}	27.57	50.00
{0,4}	{7}	27.57	75.03
{7}	{0,4}	27.57	50.07
{0,7}	{4}	27.57	75.34
{4,7}	{0}	27.57	74.87
{0}	{5,6}	27.67	50.33
{5}	{0,6}	27.67	50.12
{0,5}	{6}	27.67	75.44
{6}	{0,5}	27.67	50.25
{0,6}	{5}	27.67	75.29
{5,6}	{0}	27.67	74.95
{0}	{1,2}	27.53	50.08
{1}	{0,2}	27.53	50.01
{0,1}	{2}	27.53	74.90
{2}	{0,1}	27.53	49.92
{0,2}	{1}	27.53	74.88
{1,2}	{0}	27.53	75.11
{1}	{2,4}	27.57	50.07
{2}	{1,4}	27.57	49.99
{1,2}	{4}	27.57	75.21
{4}	{1,2}	27.57	50.01
{1,4}	{2}	27.57	74.85
{2,4}	{1}	27.57	74.84
{0}	{3,8}	27.44	49.91
{3}	{0,8}	27.44	49.72
{0,3}	{8}	27.44	74.67
{8}	{0,3}	27.44	49.75
{0,8}	{3}	27.44	74.91
{3,8}	{0}	27.44	74.54
{1}	{3,5}	27.69	50.29
{3}	{1,5}	27.69	50.17
{1,3}	{5}	27.69	75.29
{5}	{1,3}	27.69	50.15
{1,5}	{3}	27.69	75.07
{3,5}	{1}	27.69	75.03
{0}	{5,8}	27.46	49.94
{5}	{0,8}	27.46	49.72
{0,5}	{8}	27.46	74.85
{8}	{0,5}	27.46	49.78
{0,8}	{5}	27.46	74.95
{5,8}	{0}	27.46	74.64
{3}	{5,7}	27.55	49.92
{5}	{3,7}	27.55	49.90
{3,5}	{7}	27.55	74.66
{7}	{3,5}	27.55	50.04
{3,7}	{5}	27.55	74.96
{5,7}	{3}	27.55	75.14
{0}	{1,4}	27.63	50.26
{1}	{0,4}	27.63	50.18
{0,1}	{4}	27.63	75.16
{4}	{0,1}	27.63	50.12
{0,4}	{1}	27.63	75.21
{1,4}	{0}	27.63	75.01
{1}	{2,6}	27.57	50.07
{2}	{1,6}	27.57	49.98
{1,2}	{6}	27.57	75.20
{6}	{1,2}	27.57	50.06
{1,6}	{2}	27.57	74.85
{2,6}	{1}	27.57	74.85
{1}	{3,7}	27.45	49.85
{3}	{1,7}	27.45	49.73
{1,3}	{7}	27.45	74.62
{7}	{1,3}	27.45	49.85
{1,7}	{3}	27.45	74.78
{3,7}	{1}	27.45	74.67
{2}	{3,4}	27.63	50.09
{3}	{2,4}	27.63	50.06
{2,3}	{4}	27.63	75.14
{4}	{2,3}	27.63	50.11
{2,4}	{3}	27.63	74.99
{3,4}	{2}	27.63	74.86
{3}	{6,8}	27.62	50.05
{6}	{3,8}	27.62	50.16
{3,6}	{8}	27.62	74.87
{8}	{3,6}	27.62	50.09
{3,8}	{6}	27.62	75.04
{6,8}	{3}	27.62	75.17
{3}	{5,9}	27.60	50.02
{5}	{3,9}	27.60	49.99
{3,5}	{9}	27.60	74.79
{9}	{3,5}	27.60	50.26
{3,9}	{5}	27.60	75.13
{5,9}	{3}	27.60	75.07
{1}	{3,9}	27.57	50.08
{3}	{1,9}	27.57	49.96
{1,3}	{9}	27.57	74.97
{9}	{1,3}	27.57	50.21
{1,9}	{3}	27.57	75.15
{3,9}	{1}	27.57	75.05
{1}	{5,9}	27.62	50.17
{5}	{1,9}	27.62	50.03
{1,5}	{9}	27.62	74.88
{9}	{1,5}	27.62	50.29
{1,9}	{5}	27.62	75.27
{5,9}	{1}	27.62	75.11
{4}	{6,9}	27.65	50.15
{6}	{4,9}	27.65	50.20
{4,6}	{9}	27.65	75.02
{9}	{4,6}	27.65	50.34
{4,9}	{6}	27.65	75.23
{6,9}	{4}	27.65	75.31
{0}	{4,9}	27.50	50.02
{4}	{0,9}	27.50	49.87
{0,4}	{9}	27.50	74.84
{9}	{0,4}	27.50	50.07
{0,9}	{4}	27.50	75.04
{4,9}	{0}	27.50	74.82
{4}	{8,9}	27.58	50.03
{8}	{4,9}	27.58	50.01
{4,8}	{9}	27.58	74.95
{9}	{4,8}	27.58	50.23
{4,9}	{8}	27.58	75.06
{8,9}	{4}	27.58	75.32
{2}	{6,9}	27.63	50.10
{6}	{2,9}	27.63	50.18
{2,6}	{9}	27.63	75.03
{9}	{2,6}	27.63	50.32
{2,9}	{6}	27.63	75.17
{6,9}	{2}	27.63	75.28
{2}	{4,9}	27.63	50.10
{4}	{2,9}	27.63	50.12
{2,4}	{9}	27.63	75.00
{9}	{2,4}	27.63	50.31
{2,9}	{4}	27.63	75.16
{4,9}	{2}	27.63	75.18
{2}	{8,9}	27.45	49.77
{8}	{2,9}	27.45	49.77
{2,8}	{9}	27.45	74.75
{9}	{2,8}	27.45	49.98
{2,9}	{8}	27.45	74.67
{8,9}	{2}	27.45	74.95
{5}	{7,9}	27.54	49.88
{7}	{5,9}	27.54	50.02
{5,7}	{9}	27.54	75.10
{9}	{5,7}	27.54	50.15
{5,9}	{7}	27.54	74.89
{7,9}	{5}	27.54	75.08
{0}	{7,9}	27.44	49.92
{7}	{0,9}	27.44	49.84
{0,7}	{9}	27.44	75.00
{9}	{0,7}	27.44	49.97
{0,9}	{7}	27.44	74.89
{7,9}	{0}	27.44	74.81
{3}	{4,9}	27.64	50.09
{4}	{3,9}	27.64	50.14
{3,4}	{9}	27.64	74.90
{9}	{3,4}	27.64	50.33
{3,9}	{4}	27.64	75.24
{4,9}	{3}	27.64	75.21
{3}	{8,9}	27.48	49.80
{8}	{3,9}	27.48	49.83
{3,8}	{9}	27.48	74.66
{9}	{3,8}	27.48	50.05
{3,9}	{8}	27.48	74.81
{8,9}	{3}	27.48	75.04
{1}	{4,9}	27.60	50.13
{4}	{1,9}	27.60	50.06
{1,4}	{9}	27.60	74.93
{9}	{1,4}	27.60	50.25
{1,9}	{4}	27.60	75.21
{4,9}	{1}	27.60	75.10
{1}	{8,9}	27.49	49.93
{8}	{1,9}	27.49	49.85
{1,8}	{9}	27.49	74.78
{9}	{1,8}	27.49	50.06
{1,9}	{8}	27.49	74.92
{8,9}	{1}	27.49	75.06
{6}	{7,9}	27.51	49.96
{7}	{6,9}	27.51	49.97
{6,7}	{9}	27.51	74.94
{9}	{6,7}	27.51	50.10
{6,9}	{7}	27.51	74.95
{7,9}	{6}	27.51	75.00
{1}	{6,9}	27.60	50.13
{6}	{1,9}	27.60	50.12
{1,6}	{9}	27.60	74.94
{9}	{1,6}	27.60	50.25
{1,9}	{6}	27.60	75.21
{6,9}	{1}	27.60	75.19
{0}	{3,9}	27.47	49.96
{3}	{0,9}	27.47	49.77
{0,3}	{9}	27.47	74.74
{9}	{0,3}	27.47	50.01
{0,9}	{3}	27.47	74.96
{3,9}	{0}	27.47	74.76
{4}	{7,9}	27.63	50.12
{7}	{4,9}	27.63	50.19
{4,7}	{9}	27.63	75.04
{9}	{4,7}	27.63	50.32
{4,9}	{7}	27.63	75.19
{7,9}	{4}	27.63	75.33
{0}	{5,9}	27.54	50.10
{5}	{0,9}	27.54	49.88
{0,5}	{9}	27.54	75.08
{9}	{0,5}	27.54	50.15
{0,9}	{5}	27.54	75.16
{5,9}	{0}	27.54	74.89
{7}	{8,9}	27.59	50.11
{8}	{7,9}	27.59	50.03
{7,8}	{9}	27.59	75.04
{9}	{7,8}	27.59	50.24
{7,9}	{8}	27.59	75.21
{8,9}	{7}	27.59	75.33
{2}	{7,9}	27.59	50.03
{7}	{2,9}	27.59	50.11
{2,7}	{9}	27.59	74.99
{9}	{2,7}	27.59	50.24
{2,9}	{7}	27.59	75.05
{7,9}	{2}	27.59	75.21
{3}	{6,9}	27.62	50.05
{6}	{3,9}	27.62	50.16
{3,6}	{9}	27.62	74.87
{9}	{3,6}	27.62	50.30
{3,9}	{6}	27.62	75.18
{6,9}	{3}	27.62	75.25
{0}	{6,9}	27.54	50.09
{6}	{0,9}	27.54	50.00
{0,6}	{9}	27.54	74.93
{9}	{0,6}	27.54	50.14
{0,9}	{6}	27.54	75.16
{6,9}	{0}	27.54	75.02
{5}	{8,9}	27.56	49.91
{8}	{5,9}	27.56	49.96
{5,8}	{9}	27.56	74.92
{9}	{5,8}	27.56	50.18
{5,9}	{8}	27.56	74.94
{8,9}	{5}	27.56	75.24
{5}	{6,9}	27.68	50.13
{6}	{5,9}	27.68	50.26
{5,6}	{9}	27.68	74.97
{9}	{5,6}	27.68	50.40
{5,9}	{6}	27.68	75.27
{6,9}	{5}	27.68	75.40
{1}	{2,9}	27.51	49.96
{2}	{1,9}	27.51	49.88
{1,2}	{9}	27.51	75.04
{9}	{1,2}	27.51	50.09
{1,9}	{2}	27.51	74.97
{2,9}	{1}	27.51	74.83
{3}	{7,9}	27.50	49.83
{7}	{3,9}	27.50	49.94
{3,7}	{9}	27.50	74.82
{9}	{3,7}	27.50	50.07
{3,9}	{7}	27.50	74.84
{7,9}	{3}	27.50	74.96
{0}	{1,9}	27.54	50.10
{1}	{0,9}	27.54	50.02
{0,1}	{9}	27.54	74.92
{9}	{0,1}	27.54	50.15
{0,9}	{1}	27.54	75.16
{1,9}	{0}	27.54	75.05
{4}	{5,9}	27.78	50.39
{5}	{4,9}	27.78	50.31
{4,5}	{9}	27.78	74.95
{9}	{4,5}	27.78	50.58
{4,9}	{5}	27.78	75.59
{5,9}	{4}	27.78	75.54
{2}	{3,9}	27.55	49.95
{3}	{2,9}	27.55	49.91
{2,3}	{9}	27.55	74.93
{9}	{2,3}	27.55	50.16
{2,9}	{3}	27.55	74.93
{3,9}	{2}	27.55	74.97
{6}	{8,9}	27.55	50.03
{8}	{6,9}	27.55	49.95
{6,8}	{9}	27.55	74.97
{9}	{6,8}	27.55	50.17
{6,9}	{8}	27.55	75.06
{8,9}	{6}	27.55	75.23
{1}	{7,9}	27.51	49.96
